ТИК,район,№ УИК,Число избирателей на январь,МН пришли,МН ушли,КОИБ(1)/КЕГ(2),Адрес голосования,location_type,адреса домов,телефон,url,uikpage,Адрес комиссии,phone
11,Калининский,434,2107,107,159,0,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, Гражданский проспект, дом 92, корпус 3, ГБОУ СОШ №98",ГБОУ СОШ №98,"Академическое,Вавиловых улица 11к5; 13к4
 Академическое,Вавиловых улица,11к6 (11 к6 лит.А)
 Академическое,Вавиловых улица,13к2 (13 к2 лит.А)
 Академическое,Вавиловых улица,15к3 (15 к3 лит.А)
 Академическое,Гражданский проспект,90к7 (90 к7 лит.А)
 Академическое,Гражданский проспект,94к2 (94 к2 лит.А)
 Академическое,Северный проспект 63к4",8(812)5557566,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004021&tvd=4784004246481&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246481,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155650,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, Гражданский проспект, дом 92, корпус 3, ГБОУ СОШ №98",8(812)5557566
11,Калининский,435,1959,67,194,0,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Вавиловых, дом 13, корпус 3, ГБОУ ДОД ЦВР Калининского района Санкт-Петербурга ""Академический""",ГБОУ ДОД ЦВР Калининского района Санкт-Петербурга 'Академический',"Академическое,Вавиловых улица 19
 Академическое,Вавиловых улица,15к1 (15 к1 лит.А)
 Академическое,Вавиловых улица,17к1 (17 к1 лит.А)
 Академическое,Северный проспект 63к3
 Академическое,Северный проспект,61к1 (61 к1 лит.А)
 Академическое,Северный проспект,61к2 (61 к2 лит.А)
 Академическое,Северный проспект,61к4 (61 к4 лит.А)",8(812)5556644,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004022&tvd=4784004246482&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246482,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155662,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Вавиловых, дом 13, корпус 3, ГБОУ ДОД ЦВР Калининского района Санкт-Петербурга ""Академический""",8(812)2412878
11,Калининский,436,2171,121,214,0,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, Гражданский проспект, дом 92, корпус 3, ГБОУ СОШ №98",ГБОУ СОШ №98,"Академическое,Гражданский проспект,94к1 (94 к1 лит.А)
 Академическое,Северный проспект 67; 63к5
 Академическое,Северный проспект,63к1 (63 к1 лит.А)
 Академическое,Северный проспект,63к2 (63 к2 лит.А)
 Академическое,Северный проспект,65к1 (65 к1 лит.А)
 Академическое,Северный проспект,69/98 (69/98 лит.А)",8(812)5557566,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004023&tvd=4784004246483&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246483,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155674,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, Гражданский проспект, дом 92, корпус 3, ГБОУ СОШ №98",8(812)5557566
11,Калининский,437,1871,56,165,0,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, Гражданский проспект, дом 92, корпус 3, ГБОУ СОШ №98",ГБОУ СОШ №98,"Академическое,Гражданский проспект 90к5
 Академическое,Гражданский проспект,90к1 (90 к1 лит.А)
 Академическое,Гражданский проспект,90к2 (90 к2 лит.А)
 Академическое,Гражданский проспект,92к1 (92 к1 лит.А)
 Академическое,Гражданский проспект,92к2 (92 к2 лит.А)",8(812)5557567,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004024&tvd=4784004246484&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246484,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155686,"195457, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, Гражданский проспект, дом 92, корпус 3, ГБОУ СОШ №98",8(812)5557566
11,Калининский,438,2291,176,156,0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 8, корпус 3, ГБОУ СОШ №78",ГБОУ СОШ №78,"Академическое,Гражданский проспект 75к1; 75к4; 77к1; 77к2
 Академическое,Гражданский проспект,75к3 (75 к3 лит.А)
 Академическое,Гражданский проспект,77к3 (77 к3 лит.А)
 Академическое,Гражданский проспект,79к1 (79 к1 лит.А)
 Академическое,Гражданский проспект,81 (81 лит.А)
 Академическое,Софьи Ковалевской улица 10к5
 Академическое,Софьи Ковалевской улица,10к4 (10 к4 лит.А)",8(812)5352352,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004025&tvd=4784004246485&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246485,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155698,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 8, корпус 3, ГБОУ СОШ №78",8(812)5352352
11,Калининский,439,2302,182,229,0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 16, корпус 6, ГБОУ СОШ №98",ГБОУ СОШ №98,"Академическое,Гражданский проспект 79к2
 Академическое,Гражданский проспект,83к1 (83 к1 лит.А)
 Академическое,Гражданский проспект,83к3 (83 к3 лит.А)
 Академическое,Гражданский проспект,83к4 (83 к4 лит.А)
 Академическое,Гражданский проспект,85 (85 лит.А)
 Академическое,Гражданский проспект,89/71 (89/71 лит.А)
 Академическое,Северный проспект 73к3
 Академическое,Северный проспект,73к1 (73 к1 лит.А)
 Академическое,Северный проспект,73к2 (73 к2 лит.А)
 Академическое,Северный проспект,73к4 (73 к4 лит.А)","8(812)5333884, 8(812)5338457",http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004026&tvd=4784004246486&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246486,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155710,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 16, корпус 6, ГБОУ СОШ №98","8(812)5333884, 8(812)5338457"
11,Калининский,440,2851,144,236,0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 16, корпус 6, ГБОУ СОШ №98",ГБОУ СОШ №98,"Академическое,Гражданский проспект,79к3 (79 к3 лит.А)
 Академическое,Гражданский проспект,79к4 (79 к4 лит.А)
 Академическое,Северный проспект 77к1
 Академическое,Северный проспект,75к1 (75 к1 лит.А)
 Академическое,Северный проспект,75к2 (75 к2 лит.А)
 Академическое,Северный проспект,77к2 (77 к2 лит.А)
 Академическое,Северный проспект,77к3 (77 к3 лит.А)
 Академическое,Северный проспект,77к4 (77 к4 лит.А)
 Академическое,Софьи Ковалевской улица 14к6
 Академическое,Софьи Ковалевской улица,14к4 (14 к4 лит.А)
 Академическое,Софьи Ковалевской улица,16к5 (16 к5 лит.А)","8(812)5333884, 8(812)5338457",http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004027&tvd=4784004246487&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246487,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155722,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 16, корпус 6, ГБОУ СОШ №98","8(812)5333884, 8(812)5338457"
11,Калининский,441,2563,229,227,0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, проспект Науки, дом 16, корпус 2, ГБОУ СОШ №121",ГБОУ СОШ №121,"Академическое,Софьи Ковалевской улица 18; 14к1; 14к2; 14к3
 Академическое,Софьи Ковалевской улица,10к2 (10 к2 лит.А)
 Академическое,Софьи Ковалевской улица,16 (16 лит.А)
 Академическое,Софьи Ковалевской улица,16к3 (16 к3 лит.А)
 Академическое,Софьи Ковалевской улица,20к1 (20 к1 лит.А)",8(812)4172428,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004028&tvd=4784004246488&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246488,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155734,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, проспект Науки, дом 16, корпус 2, ГБОУ СОШ №121",8(812)4172428
11,Калининский,442,2218,138,234,0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, проспект Науки, дом 16, корпус 2, ГБОУ СОШ №121",ГБОУ СОШ №121,"Академическое,Науки проспект 14к7
 Академическое,Науки проспект,16к1 (16 к1 лит.А)
 Академическое,Софьи Ковалевской улица,10 (10 лит.А)
 Академическое,Софьи Ковалевской улица,12к1 (12 к1 лит.А)
 Академическое,Софьи Ковалевской улица,4 (4 лит.А)
 Академическое,Софьи Ковалевской улица,6 (6 лит.А)
 Академическое,Софьи Ковалевской улица,8к2 (8 к2 лит.А)",8(812)4172428,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004029&tvd=4784004246489&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246489,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155746,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, проспект Науки, дом 16, корпус 2, ГБОУ СОШ №121",8(812)4172428
11,Калининский,443,2219,122,186,0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 8, корпус 3, ГБОУ СОШ №78",ГБОУ СОШ №78,"N 21,Гражданский проспект,63
 Академическое,Гражданский проспект 65; 43к1; 43к2; 45к1; 45к2; 47к1; 47к2; 49к1; 49к2; 51к1; 51к4
 Академическое,Гражданский проспект,71 (71 лит.А)
 Академическое,Гражданский проспект,73 (73 лит.А)
 Академическое,Науки проспект 14к2; 14к4; 14к6
 Академическое,Науки проспект,14к1 (14 к1 лит.А)
 Академическое,Науки проспект,14к3 (14 к3 лит.А)
 Академическое,Софьи Ковалевской улица 10к3",8(812)5352352,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004030&tvd=4784004246490&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246490,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155758,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Академическое, улица Софьи Ковалевской, дом 8, корпус 3, ГБОУ СОШ №78",8(812)5352352
11,Калининский,444,1854,96,186,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2, ГБОУ СОШ №89",ГБОУ СОШ №89,"N 21,Гражданский проспект,115к3; N 21,Киришская улица,11/16; N 21,Киришская улица,7; N 21,Киришская улица,9; N 21,Черкасова улица,10к2 (10 к2 лит.А); N 21,Черкасова улица,12к1 (12 к1 лит.А)",8(812)5311400,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004031&tvd=4784004246491&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246491,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155770,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2, ГБОУ СОШ №89",8(812)5311400
11,Калининский,445,2220,134,212,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2, ГБОУ СОШ №89",ГБОУ СОШ №89,"N 21,Гражданский проспект,109к1; N 21,Гражданский проспект,111к3; N 21,Гражданский проспект,113к1; N 21,Гражданский проспект,113к2; N 21,Гражданский проспект,113к3 (113 к3 лит.А); N 21,Гражданский проспект,115к1 (115 к1 лит.А); N 21,Гражданский проспект,117к2 (117 к2 лит.А); N 21,Черкасова улица,12к2; N 21,Черкасова улица,14к1 (14 к1 лит.А)",8(812)5311400,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004032&tvd=4784004246492&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246492,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155782,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2, ГБОУ СОШ №89",8(812)5311400
11,Калининский,446,1865,89,106,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2, ГБОУ СОШ №89",ГБОУ СОШ №89,"N 21,Черкасова улица,10к1 (10 к1 лит.А); N 21,Черкасова улица,8к1 (8 к1 лит.А); N 21,Черкасова улица,8к3; N 21,Черкасова улица,8к4 (8 к4 лит.А)",8(812)5311400,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004033&tvd=4784004246493&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246493,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155794,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2, ГБОУ СОШ №89",8(812)5311400
11,Калининский,447,2444,133,163,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 4, корпус 2, ГБОУ СОШ №149",ГБОУ СОШ №149,"N 21,Луначарского проспект,108к2 (108 к2 лит.А); N 21,Луначарского проспект,108к3; N 21,Черкасова улица,2 (2 лит.А); N 21,Черкасова улица,4к1 (4 к1 лит.А); N 21,Черкасова улица,6к1 (6 к1 лит.А); N 21,Черкасова улица,6к2 (6 к2 лит.А); N 21,Черкасова улица,6к3 (6 к3 лит.А)",8(812)5760149,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004034&tvd=4784004246494&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246494,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155806,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 4, корпус 2, ГБОУ СОШ №149",8(812)5760149
11,Калининский,448,2581,70,205,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 4, корпус 2, ГБОУ СОШ №149",ГБОУ СОШ №149,"N 21,Гражданский проспект,105к3 (105 к3 лит.А); N 21,Луначарского проспект,106 (106 лит.А); N 21,Луначарского проспект,108к1 (108 к1 лит.А)",8(812)5760149,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004035&tvd=4784004246495&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246495,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155818,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 4, корпус 2, ГБОУ СОШ №149",8(812)5760149
11,Калининский,449,2534,117,232,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 4, корпус 2, ГБОУ СОШ №149",ГБОУ СОШ №149,"N 21,Гражданский проспект,105к1 (105 к1 лит.А); N 21,Гражданский проспект,105к2; N 21,Гражданский проспект,105к4; N 21,Гражданский проспект,107к1; N 21,Гражданский проспект,107к2; N 21,Гражданский проспект,107к3; N 21,Гражданский проспект,109к2; N 21,Луначарского проспект,104к2",8(812)5760149,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004036&tvd=4784004246496&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246496,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155830,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 4, корпус 2, ГБОУ СОШ №149",8(812)5760149
11,Калининский,450,2268,50,128,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 7, корпус 2, ГБОУ СОШ №619",ГБОУ СОШ №619,"N 21,Луначарского проспект,110 (110 лит.А); N 21,Луначарского проспект,112/2 (112/2 лит.А); N 21,Черкасова улица,3 (3 лит.А); N 21,Черкасова улица,5к1; N 21,Черкасова улица,5к2 (5 к2 лит.А); N 21,Черкасова улица,7к1 (7 к1 лит.А); N 21,Черкасова улица,9 (9 лит.А)",8(812)4175124,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004037&tvd=4784004246497&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246497,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155842,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 7, корпус 2, ГБОУ СОШ №619",8(812)4175112
11,Калининский,451,2104,115,150,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 7, корпус 2, ГБОУ СОШ №619",ГБОУ СОШ №619,"N 21,Лужская улица,10к2; N 21,Лужская улица,12 (12 лит.А); N 21,Лужская улица,4к1 (4 к1 лит.А); N 21,Лужская улица,4к2 (4 к2 лит.А); N 21,Лужская улица,6; N 21,Лужская улица,8 (8 лит.А); N 21,Черкасова улица,11к1 (11 к1 лит.А); N 21,Черкасова улица,13",8(812)4175127,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004038&tvd=4784004246498&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246498,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155854,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 7, корпус 2, ГБОУ СОШ №619",8(812)4175128
11,Калининский,452,2532,102,126,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 15, ГБОУ СОШ №96",ГБОУ СОШ №96,"N 21,Лужская улица,14к1 (14 к1 лит.А); N 21,Лужская улица,14к2 (14 к2 лит.А); N 21,Лужская улица,14к3; N 21,Лужская улица,16; N 21,Руставели улица,48к1; N 21,Руставели улица,48к3; N 21,Черкасова улица,17 (17 лит.А); N 21,Черкасова улица,19к1; N 21,Черкасова улица,21 (21 лит.А)",8(812)4173225,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004039&tvd=4784004246499&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246499,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155866,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 15, ГБОУ СОШ №96",8(812)4173225
11,Калининский,453,2948,147,224,0,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 15, ГБОУ СОШ №96",ГБОУ СОШ №96,"N 21,Просвещения проспект,99 (99 лит.А); N 21,Руставели улица,50 (50 лит.А); N 21,Руставели улица,52 (52 лит.А); N 21,Черкасова улица,25/13",8(812)4173225,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004040&tvd=4784004246500&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246500,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155878,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 15, ГБОУ СОШ №96",8(812)4173225
11,Калининский,454,1814,191,107,0,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2, ГБОУ СОШ №175",ГБОУ СОШ №175,"N 21,Гражданский проспект,125к1; N 21,Гражданский проспект,125к2 (125 к2 лит.А); N 21,Гражданский проспект,125к3; N 21,Гражданский проспект,127; N 21,Гражданский проспект,129к1; N 21,Гражданский проспект,129к2; N 21,Гражданский проспект,129к3; N 21,Руставели улица,64к2; N 21,Руставели улица,70",8(812)4172447,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004041&tvd=4784004246501&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246501,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155890,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2, ГБОУ СОШ №175",8(812)4172449
11,Калининский,455,2209,94,182,0,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2, ГБОУ СОШ №175",ГБОУ СОШ №175,"N 21,Киришская улица,4 (4 лит.А); N 21,Просвещения проспект,106к1; N 21,Руставели улица,56; N 21,Руставели улица,58к1; N 21,Руставели улица,64к1; N 21,Руставели улица,68 (68 лит.А)",8(812)4172449,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004042&tvd=4784004246502&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246502,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155902,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2, ГБОУ СОШ №175",8(812)4172449
11,Калининский,456,2495,129,196,0,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2, ГБОУ СОШ №68",ГБОУ СОШ №68,"N 21,Просвещения проспект,82к1; N 21,Просвещения проспект,82к2; N 21,Просвещения проспект,82к3; N 21,Просвещения проспект,84к1; N 21,Просвещения проспект,86к2; N 21,Просвещения проспект,86к3 (86 к3 лит.А); N 21,Ушинского улица,31 (31 лит.А)",8(812)4172549,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004043&tvd=4784004246503&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246503,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155914,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2, ГБОУ СОШ №68",8(812)4172549
11,Калининский,457,2287,79,121,0,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2, ГБОУ СОШ №68",ГБОУ СОШ №68,"N 21,Гражданский проспект,118к1; N 21,Гражданский проспект,120; N 21,Гражданский проспект,122к1; N 21,Гражданский проспект,122к2; N 21,Гражданский проспект,122к3; N 21,Гражданский проспект,122к4 (122 к4 лит.А); N 21,Гражданский проспект,122к6; N 21,Просвещения проспект,84к3; N 21,Просвещения проспект,86к1",8(812)4172548,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004044&tvd=4784004246504&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246504,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155926,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2, ГБОУ СОШ №68",8(812)4172549
11,Калининский,458,2582,167,213,0,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2, ГБОУ Лицей №179",ГБОУ Лицей №179,"N 21,Гражданский проспект,124к1; N 21,Гражданский проспект,124к2 (124 к2 лит.А); N 21,Гражданский проспект,124к3; N 21,Гражданский проспект,126к2; N 21,Гражданский проспект,126к3 (126 к3 лит.А); N 21,Гражданский проспект,128к1; N 21,Гражданский проспект,128к2 (128 к2 лит.А); N 21,Ушинского улица,39к3",8(812)4173583,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004045&tvd=4784004246505&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246505,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155938,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2, ГБОУ Лицей №179",8(812)4173583
11,Калининский,459,2492,108,201,0,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2, ГБОУ Лицей №179",ГБОУ Лицей №179,"N 21,Суздальский проспект,101 (101 лит.А); N 21,Суздальский проспект,103; N 21,Суздальский проспект,105к1 (105 к1 лит.А); N 21,Суздальский проспект,105к2; N 21,Суздальский проспект,105к3; N 21,Ушинского улица,33к1; N 21,Ушинского улица,33к3 (33 к3 лит.А); N 21,Ушинского улица,37к1; N 21,Ушинского улица,37к2; N 21,Ушинского улица,39к1; N 21,Ушинского улица,41",8(812)4175088,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784004046&tvd=4784004246506&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784004246506,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784004155950,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2, ГБОУ Лицей №179",8(812)4173583
